,0,1,2,3,4,5,mean
37,727.5918367346939,1164.759493670886,1007.5753424657535,431.97087378640776,3113.6574074074074,4869.15,1885.784159010858
38,721.3255813953489,1121.1857142857143,986.8787878787879,424.9569892473118,2871.3106796116504,5022.014084507042,1857.9453061543093
39,776.1851851851852,1082.7777777777778,954.2758620689655,420.7647058823529,2598.1326530612246,5225.950819672131,1843.0145006079395
40,774.5714285714286,996.1754385964912,925.3333333333334,416.76623376623377,2332.505376344086,5408.333333333333,1808.9475239908177
41,777.7692307692307,976.3269230769231,893.3414634146342,413.5138888888889,2043.5,5512.0,1769.4085843582795
42,750.2857142857143,965.4772727272727,903.5454545454545,407.67241379310343,1870.855421686747,5483.692307692308,1730.2547641217668
43,788.0,951.4871794871794,928.4090909090909,397.13157894736844,1702.179487179487,5490.275862068966,1709.5805330986816
44,,956.71875,959.5714285714286,408.0869565217391,1595.338028169014,5663.478260869565,1916.6386848263494
45,,968.8695652173913,988.0,409.7857142857143,1514.4126984126983,5649.4,1906.0935955831605
46,,963.6,,427.0,1432.982142857143,5811.833333333333,2158.853869047619
47,,837.0,,,1378.1836734693877,,1107.591836734694
48,,,,,1341.15,,1341.15
49,,,,,1321.625,,1321.625
50,,,,,1317.625,,1317.625
51,,,,,1294.125,,1294.125
52,,,,,1414.0,,1414.0
