,0,1,2,3,4,5,6,7,8,mean
27,3543.6470588235293,4390.614173228347,1435.1712328767123,1456.5853658536585,6706.05,3348.5297297297298,4563.432624113475,6689.563909774436,1722.1657458563536,3761.751093361805
28,3164.767955801105,4353.941666666667,1338.2714285714285,1441.9113924050632,6631.289772727273,3393.432584269663,4762.22962962963,6559.890625,1632.050847457627,3697.5317669476062
29,2808.0795454545455,4278.140350877193,1284.0149253731342,1432.3311258278145,6564.538011695907,3454.9942528735633,4961.720930232558,6389.172131147541,1517.629411764706,3632.291187249662
30,2457.8255813953488,4132.564814814815,1257.375,1409.1103448275862,6553.71686746988,3515.3491124260354,5267.758064516129,6190.706896551724,1365.560975609756,3572.2186286234746
31,2143.2035928143714,4001.339805825243,1237.811475409836,1375.963768115942,6584.0,3559.2331288343557,5531.0,5946.926605504587,1234.8238993710693,3512.700252875045
32,1813.5246913580247,4003.3673469387754,1216.3565217391304,1349.9022556390978,6605.713375796178,3491.215189873418,5711.431192660551,5775.25,1138.4052287581699,3456.129533640372
33,1550.225806451613,3947.6593406593406,1176.4454545454546,1316.6875,6703.381578947368,3362.7987012987014,5905.35294117647,5488.464646464647,1087.8993288590605,3393.212810933628
34,1211.6190476190477,3910.8470588235296,1140.6442307692307,1295.0413223140497,6763.418918918919,3221.8791946308725,5992.031578947369,5110.755319148936,1054.5774647887324,3300.0904595511875
35,907.6043165467626,3670.6075949367087,1100.7319587628865,1296.2608695652175,6845.694444444444,3081.2027972027972,5979.172413793103,4545.125,1024.5294117647059,3161.2143118907366
36,724.9692307692308,3290.6,1072.5604395604396,1280.361111111111,6880.1294964028775,2958.5839416058393,5923.525,3887.5243902439024,1032.503816793893,3005.639714054144
37,651.6747967479674,3163.4444444444443,1057.0941176470587,1247.8349514563106,6985.917293233083,2808.3863636363635,5860.4324324324325,3250.5974025974024,1034.184,2895.5073113550075
38,600.4273504273505,2591.122807017544,1029.1410256410256,1207.1855670103093,7090.984496124031,2656.7086614173227,5544.953846153846,2770.5416666666665,1029.90756302521,2724.552553720367
39,574.2162162162163,1937.5882352941176,1008.8082191780821,1150.4222222222222,7249.1869918699185,2560.504132231405,5162.896551724138,2410.283582089552,1032.3947368421052,2565.1445430741956
40,539.6666666666666,1525.8478260869565,988.2388059701492,1092.8658536585365,7531.452991452991,2474.8434782608697,4869.5,2100.9,1019.2962962962963,2460.290213154718
41,519.469387755102,1259.054054054054,970.3387096774194,1017.2133333333334,7825.883928571428,2425.422018348624,4615.7441860465115,1755.7115384615386,1010.1553398058253,2377.6658328948706
42,509.0,1086.5238095238096,948.0526315789474,939.6617647058823,8102.112149532711,2409.5686274509803,4250.710526315789,1435.2790697674418,1011.1340206185567,2299.1158443882355
43,492.48837209302326,1128.7142857142858,940.3846153846154,895.016129032258,8341.941747572815,2417.5714285714284,4092.5,1312.2222222222222,1010.8901098901099,2292.414323386751
44,476.8101265822785,1161.0,928.4166666666666,875.0,8558.343434343435,2400.1111111111113,3944.3793103448274,1200.9310344827586,1006.1309523809524,2283.4580706568922
45,458.6056338028169,,915.0681818181819,828.6923076923077,8660.663157894736,2384.3253012048194,3891.3333333333335,1159.7272727272727,996.0506329113924,2411.8082276731075
46,449.1290322580645,,925.9736842105264,809.3478260869565,8698.824175824177,2379.157894736842,4011.4444444444443,1199.5714285714287,977.5,2431.3685607665548
47,449.4727272727273,,950.0,788.9705882352941,8670.022988505747,2480.31884057971,4235.6,1232.5,946.8939393939394,2469.2223854984272
48,440.74418604651163,,977.5,746.7083333333334,8651.975903614459,2552.2096774193546,,1372.5,903.1379310344828,2234.9680044925917
49,446.09375,,971.2222222222222,692.5625,8638.20253164557,2578.2982456140353,,,862.775,2364.859041580304
50,434.3181818181818,,990.6363636363636,632.0,8659.52,2565.1960784313724,,,831.08,2352.1251039809863
51,475.0,,1039.0,,8661.887323943662,2438.0454545454545,,,845.6,2691.906555697823
52,,,,,8644.328358208955,2285.4054054054054,,,843.2222222222222,3924.3186619455278
53,,,,,8575.639344262296,2101.9032258064517,,,866.5,3848.014190022916
54,,,,,8157.309090909091,1919.8,,,,5038.554545454545
55,,,,,8172.142857142857,1713.1176470588234,,,,4942.63025210084
56,,,,,8249.487804878048,1593.6363636363637,,,,4921.562084257206
57,,,,,8520.970588235294,,,,,8520.970588235294
58,,,,,8545.25,,,,,8545.25
59,,,,,8278.636363636364,,,,,8278.636363636364
60,,,,,8053.388888888889,,,,,8053.388888888889
61,,,,,7925.428571428572,,,,,7925.428571428572
62,,,,,7682.9,,,,,7682.9
